path,label
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::50.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::55.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::60.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::65.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::70.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::75.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::80.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::85.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::90.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::95.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::100.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::105.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::110.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::115.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::120.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::125.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::130.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::135.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::140.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::145.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::150.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::155.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::160.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::165.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::170.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::175.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::180.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::185.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::190.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\2G8LAiHSCAs.wav::195.00,NATURE
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::0.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::5.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::10.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::15.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::20.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::25.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::30.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::35.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::40.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::45.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::50.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::55.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::60.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::65.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::70.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::75.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::80.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::85.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::90.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::95.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::100.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::105.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::110.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::115.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::120.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::125.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::130.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::135.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::140.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::145.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::150.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::155.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::160.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::165.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::170.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::175.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::180.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::185.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::190.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\JkwmBX05RtQ.wav::195.00,SPEECH
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\wKVrJ9zOAZg.wav::0.00,JET_AIRCRAFT
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\wKVrJ9zOAZg.wav::5.00,JET_AIRCRAFT
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\wKVrJ9zOAZg.wav::10.00,JET_AIRCRAFT
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\wKVrJ9zOAZg.wav::15.00,JET_AIRCRAFT
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\wKVrJ9zOAZg.wav::20.00,JET_AIRCRAFT
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::0.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::5.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::10.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::15.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::20.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::25.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::30.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::35.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::40.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::45.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::50.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::55.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::60.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::65.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::70.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::75.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::80.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::85.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::90.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::95.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::100.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::105.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::110.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::115.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::120.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::125.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::130.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::135.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::140.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::145.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::150.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::155.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::160.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::165.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::170.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::175.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::180.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::185.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::190.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\f0tpROu3hr0.wav::195.00,PRECIPITATION
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::0.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::5.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::10.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::15.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::20.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::25.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::30.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::35.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::40.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::45.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::50.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::55.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::60.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::65.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::70.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::75.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::80.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::85.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::90.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::95.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::100.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::105.00,WIND
C:\Users\Fatih\Desktop\TUBITAK\Airport_Audio_Collector\airport-audio-collector\data\raw\X_SCE8BXkLc.wav::110.00,WIND
